Region,TimeDiff,R1-OCC,R1Light,R1-Temp,"R1_Corr(O,Temp)",R2-OCC,R2Light,R2-Temp,"R2_Corr(O,Temp)",R3-OCC,R3Light,R3-Temp,"R3_Corr(O,Temp)",R4-OCC,R4Light,R4-Temp,"R4_Corr(O,Temp)",R5-OCC,R5Light,R5-Temp,"R5_Corr(O,T)"
4,2,7,0,19,0.5,-7,0,19.62,0,5,0,18.56,0.5,4,0,20.25,0.5,4,0,20.69,0.5
4,2,7,0,19,0.5,-7,0,19.62,0,5,0,18.56,0.5,4,1,20.12,0.5,4,0,20.69,0.5
2,22,8,0,19,0.5,-8,0,19.62,0,5,0,18.56,0.5,4,0,20.12,0.5,4,0,20.69,0.5
3,2906,8,0,19.62,0.5,-9,0,20,0,6,0,19.12,0.5,4,0,21.06,0.5,4,0,21.31,0.5
3,18,8,0,19.62,0.5,-8,1,20,0,5,0,19.19,0.5,4,0,21.06,0.5,4,0,21.31,0.5
2,8910,9,0,20.37,0.5,-9,0,20.31,0,5,0,19.56,0.5,4,0,21.37,0.5,4,0,22.25,1
2,1222,10,0,20.69,0.5,-10,0,20.62,0,5,1,19.69,0.5,4,0,22.06,1,4,0,22.56,1
4,10156,9,0,20.69,0.5,-10,0,20.62,0,5,0,19.69,0.5,5,1,22.06,1,5,0,22.56,1
5,10216,9,0,20.56,0.5,-10,0,20.62,0,5,0,19.69,0.5,4,0,21.94,0.5,4,0,22.56,1
5,67,9,0,20.62,0.5,-10,0,20.62,0,5,0,19.75,0.5,5,0,22,1,5,0,22.56,1
4,132,10,0,20.69,0.5,-10,0,20.62,0,5,0,19.75,0.5,4,1,22,1,4,0,22.56,1
2,152,9,0,20.69,0.5,-9,0,20.62,0,5,0,19.75,0.5,4,0,22,1,4,0,22.56,1
2,53,10,0,20.62,0.5,-10,0,20.62,0,5,0,19.75,0.5,4,0,22,1,4,0,22.62,1
4,62,9,0,20.62,0.5,-10,0,20.62,0,5,0,19.75,0.5,5,0,22,1,5,0,22.62,1
4,3,9,0,20.62,0.5,-10,0,20.62,0,5,0,19.75,0.5,5,0,22,1,5,0,22.62,1
4,1,9,0,20.62,0.5,-10,0,20.62,0,5,0,19.75,0.5,5,0,22,1,5,0,22.62,1
4,4,9,0,20.62,0.5,-10,0,20.56,0,5,0,19.75,0.5,5,0,22,1,5,1,22.62,1
2,60,8,0,20.69,0.5,-9,0,20.62,0,5,0,19.75,0.5,5,0,22.06,1,5,0,22.69,1
2,86,9,0,20.69,0.5,-10,0,20.62,0,5,0,19.75,0.5,5,1,22.12,1,5,0,22.69,1
4,134,8,0,20.69,0.5,-10,0,20.62,0,5,0,19.75,0.5,6,0,22.12,1,6,0,22.69,1
5,216,8,0,20.69,0.5,-10,0,20.62,0,5,0,19.75,0.5,5,0,22.12,1,5,0,22.69,1
5,24,8,0,20.75,0.5,-10,0,20.69,0,5,0,19.75,0.5,6,0,22.06,1,6,0,22.62,1
4,149,9,0,20.69,0.5,-10,0,20.69,0,5,0,19.69,0.5,5,0,22,1,5,0,22.69,1
2,158,8,0,20.69,0.5,-9,0,20.69,0,5,0,19.69,0.5,5,0,22,1,5,0,22.69,1
2,150,9,0,20.69,0.5,-10,0,20.56,0,5,0,19.69,0.5,5,0,22.12,1,5,0,22.62,1
4,230,8,0,20.62,0.5,-10,0,20.69,0,5,0,19.75,0.5,6,0,22.12,1,6,0,22.69,1
4,104,9,0,20.69,0.5,-10,0,20.69,0,5,0,19.75,0.5,5,0,22.06,1,5,0,22.69,1
4,0,9,0,20.69,0.5,-10,0,20.69,0,5,1,19.75,0.5,5,0,22.06,1,5,0,22.69,1
2,181,8,0,20.75,0.5,-9,0,20.69,0,5,0,19.75,0.5,5,0,22.06,1,5,0,22.69,1
2,160,9,0,20.75,0.5,-10,0,20.62,0,5,0,19.75,0.5,5,0,22.12,1,5,0,22.69,1
4,166,8,0,20.75,0.5,-10,0,20.62,0,5,1,19.75,0.5,6,0,22.12,1,6,0,22.69,1
4,226,9,0,20.81,0.5,-10,0,20.69,0,5,0,19.81,0.5,5,1,22.19,1,5,0,22.75,1
1,12055,8,0,20.81,0.5,-10,0,20.69,0,5,1,19.81,0.5,5,0,22.12,1,5,0,22.81,1
1,11,9,0,20.81,0.5,-10,0,20.69,0,5,0,19.81,0.5,5,0,22.12,1,5,0,22.81,1
4,35,8,0,20.81,0.5,-10,0,20.69,0,5,0,19.81,0.5,6,0,22.12,1,6,1,22.81,1
5,985,8,0,20.75,0.5,-10,0,20.69,0,5,0,19.81,0.5,5,0,22.12,1,5,0,22.75,1
5,1,8,0,20.75,0.5,-10,0,20.69,0,5,0,19.81,0.5,5,0,22.12,1,5,0,22.75,1
5,3,8,0,20.75,0.5,-10,0,20.69,0,5,0,19.81,0.5,5,0,22.12,1,5,0,22.75,1
5,7,8,0,20.75,0.5,-10,0,20.69,0,5,0,19.81,0.5,5,0,22.19,1,5,0,22.75,1
5,8,8,0,20.81,0.5,-10,0,20.69,0,5,0,19.81,0.5,5,0,22.19,1,5,0,22.75,1
5,0,8,0,20.81,0.5,-10,0,20.69,0,5,0,19.81,0.5,5,0,22.19,1,5,0,22.75,1
5,4,8,0,20.81,0.5,-10,0,20.69,0,5,1,19.81,0.5,5,0,22.19,1,5,0,22.75,1
4,354,9,0,20.87,0.5,-10,0,20.69,0,5,0,19.81,0.5,4,1,22.25,1,4,0,22.75,1
3,16167,9,0,21.87,0.5,-9,0,21.5,0,4,0,20.69,0.5,4,0,23.25,1,4,0,23.81,1
2,20610,8,0,22.44,1,-8,0,22,1,4,0,21.12,0.5,4,0,23.5,1,4,0,24.25,1
3,12691,8,0,22.44,1,-9,0,22,1,5,0,21.12,0.5,4,0,23.5,1,4,0,24.25,1
3,891,8,0,22.37,1,-8,0,22,1,4,0,21.25,0.5,4,0,23.37,1,4,0,24.25,1
3,263,8,0,22.44,1,-9,0,22.19,1,5,1,21.37,0.5,4,0,23.56,1,4,0,24.31,1
3,8,8,0,22.44,1,-9,1,22.19,1,5,0,21.37,0.5,4,1,23.56,1,4,0,24.31,1
3,134,8,0,22.44,1,-8,0,22.25,1,4,1,21.37,0.5,4,0,23.5,1,4,0,24.25,1
2,1303,9,0,22.44,1,-9,0,22.25,1,4,1,21.37,0.5,4,0,23.5,1,4,0,24.25,1
4,21296,8,0,22.44,1,-9,0,22.25,1,4,0,21.37,0.5,5,0,23.5,1,5,0,24.25,1
4,3,8,0,22.44,1,-9,0,22.19,1,4,0,21.37,0.5,5,0,23.5,1,5,0,24.25,1
4,67,9,0,22.5,1,-9,0,22.19,1,4,0,21.44,0.5,4,0,23.56,1,4,0,24.25,1
2,81,10,0,22.5,1,-10,0,22.19,1,4,0,21.44,0.5,4,0,23.56,1,4,0,24.25,1
3,86,10,0,22.5,1,-11,0,22.12,1,5,0,21.44,0.5,4,0,23.56,1,4,0,24.25,1
3,1,10,0,22.5,1,-11,0,22.12,1,5,0,21.44,0.5,4,0,23.56,1,4,0,24.25,1
3,3,10,0,22.5,1,-11,0,22.12,1,5,0,21.44,0.5,4,0,23.56,1,4,0,24.25,1
3,131,10,0,22.56,1,-10,0,22.19,1,4,0,21.44,0.5,4,0,23.69,1,4,0,24.31,1
2,141,11,0,22.56,1,-11,0,22.19,1,4,0,21.44,0.5,4,1,23.69,1,4,0,24.31,1
4,152,10,0,22.56,1,-11,0,22.19,1,4,0,21.44,0.5,5,0,23.69,1,5,1,24.31,1
5,21776,10,0,22.56,1,-11,0,22.19,1,4,0,21.5,0.5,4,0,23.62,1,4,0,24.31,1
5,8,10,0,22.56,1,-11,0,22.19,1,4,0,21.5,0.5,4,0,23.62,1,4,0,24.31,1
4,65,11,0,22.56,1,-11,0,22.19,1,4,0,21.56,0.5,3,1,23.62,1,3,0,24.25,1
2,70,10,0,22.56,1,-10,0,22.19,1,4,0,21.56,0.5,3,0,23.62,1,3,0,24.25,1
3,75,10,0,22.56,1,-11,0,22.19,1,5,0,21.56,0.5,3,1,23.62,1,3,0,24.25,1
3,4016,10,0,22.31,1,-10,0,22.06,1,4,0,21.31,0.5,3,0,23.37,1,3,0,24.31,1
3,96,10,0,22.37,1,-11,0,22.06,1,5,0,21.44,0.5,3,0,23.5,1,3,0,24.25,1
3,798,10,0,22.44,1,-10,0,22.06,1,4,0,21.44,0.5,3,0,23.56,1,3,0,24.31,1
2,4912,11,0,22.44,1,-11,0,22.06,1,4,0,21.44,0.5,3,0,23.56,1,3,1,24.31,1
4,4919,10,0,22.44,1,-11,0,22.06,1,4,1,21.44,0.5,4,0,23.56,1,4,0,24.31,1
4,3,10,1,22.44,1,-11,0,22.06,1,4,0,21.44,0.5,4,0,23.56,1,4,0,24.31,1
2,17,9,0,22.44,1,-10,0,22.06,1,4,0,21.44,0.5,4,0,23.56,1,4,1,24.31,1
3,18,9,0,22.44,1,-11,0,22.06,1,5,0,21.44,0.5,4,0,23.56,1,4,0,24.31,1
3,3523,9,0,22.44,1,-10,0,22.31,1,4,0,21.37,0.5,4,0,23.75,1,4,0,24.25,1
2,3527,10,0,22.44,1,-11,0,22.31,1,4,0,21.37,0.5,4,0,23.75,1,4,0,24.25,1
4,3588,9,0,22.44,1,-11,0,22.31,1,4,0,21.44,0.5,5,0,23.62,1,5,0,24.25,1
5,8553,9,0,22.37,1,-11,0,22.25,1,4,0,21.44,0.5,4,0,23.5,1,4,0,24.25,1
5,27,9,0,22.37,1,-11,0,22.25,1,4,0,21.44,0.5,5,0,23.5,1,5,0,24.25,1
4,93,10,0,22.37,1,-11,0,22.19,1,4,0,21.44,0.5,4,0,23.62,1,4,1,24.25,1
2,145,9,0,22.37,1,-10,1,22.19,1,4,0,21.44,0.5,4,0,23.62,1,4,0,24.25,1
2,78,8,0,22.37,1,-9,0,22.19,1,4,0,21.37,0.5,4,0,23.69,1,4,0,24.19,1
4,83,7,0,22.37,1,-9,0,22.19,1,4,0,21.37,0.5,5,0,23.69,1,5,0,24.19,1
5,137,7,0,22.37,1,-9,0,22.19,1,4,0,21.37,0.5,4,0,23.69,1,4,0,24.19,1
5,8,7,0,22.37,1,-9,0,22.19,1,4,1,21.37,0.5,4,0,23.69,1,4,1,24.19,1
5,72,7,0,22.44,1,-9,0,22.19,1,4,0,21.37,0.5,3,0,23.56,1,3,0,24.19,1
6,43786,7,0,22.44,1,-9,0,22.25,1,4,0,21.37,0.5,3,0,23.56,1,3,1,24.12,1
6,7,7,0,22.44,1,-9,0,22.25,1,4,0,21.37,0.5,3,0,23.62,1,3,0,24.12,1
6,1,7,0,22.44,1,-9,0,22.25,1,4,1,21.37,0.5,3,0,23.62,1,3,0,24.12,1
5,35,7,0,22.44,1,-9,0,22.25,1,4,0,21.37,0.5,4,0,23.62,1,4,0,24.12,1
4,117,8,0,22.44,1,-9,0,22.25,1,4,0,21.37,0.5,3,0,23.62,1,3,0,24.12,1
5,11,8,0,22.5,1,-9,0,22.19,1,4,0,21.37,0.5,4,0,23.56,1,4,0,24.12,1
5,42,8,0,22.44,1,-9,0,22.25,1,4,0,21.31,0.5,5,0,23.5,1,5,0,24.12,1
4,54,9,0,22.44,1,-9,0,22.25,1,4,0,21.31,0.5,4,0,23.5,1,4,1,24.12,1
4,3,9,0,22.44,1,-9,0,22.25,1,4,0,21.31,0.5,4,0,23.5,1,4,0,24.12,1
4,1,9,0,22.44,1,-9,0,22.25,1,4,0,21.31,0.5,4,0,23.5,1,4,0,24.12,1
5,7,9,0,22.44,1,-9,0,22.25,1,4,0,21.31,0.5,4,0,23.5,1,4,0,24.12,1
5,16,9,0,22.44,1,-9,0,22.25,1,4,0,21.31,0.5,5,0,23.44,1,5,0,24.12,1
5,63,9,0,22.44,1,-9,0,22.19,1,4,0,21.31,0.5,4,1,23.5,1,4,0,24.06,1
5,9,9,0,22.44,1,-9,0,22.19,1,4,0,21.31,0.5,4,0,23.56,1,4,1,24.06,1
5,39,9,0,22.44,1,-9,0,22.25,1,4,0,21.37,0.5,3,0,23.56,1,3,1,24,1
5,1,9,0,22.44,1,-9,0,22.25,1,4,0,21.37,0.5,3,0,23.56,1,3,0,24,1
4,134,10,0,22.44,1,-9,0,22.25,1,4,0,21.37,0.5,2,0,23.56,1,2,0,24,1
2,314,9,0,22.44,1,-8,0,22.25,1,4,0,21.37,0.5,2,0,23.56,1,2,0,24,1
3,547,9,0,22.5,1,-9,0,22.25,1,5,0,21.37,0.5,2,0,23.5,1,2,0,24,1
3,14,9,0,22.44,1,-8,0,22.25,1,4,0,21.37,0.5,2,0,23.5,1,2,0,24,1
2,337,10,0,22.5,1,-9,0,22.25,1,4,0,21.44,0.5,2,0,23.75,1,2,0,24.12,1
4,341,9,0,22.5,1,-9,1,22.25,1,4,0,21.44,0.5,3,0,23.75,1,3,0,24.12,1
4,11,10,0,22.5,1,-9,0,22.25,1,4,0,21.44,0.5,2,0,23.69,1,2,0,24.12,1
4,7,10,0,22.5,1,-9,0,22.25,1,4,0,21.44,0.5,2,0,23.69,1,2,0,24.12,1
4,150,9,0,22.37,1,-9,0,22.31,1,4,0,21.5,0.5,3,0,23.56,1,3,0,24.12,1
4,3,9,0,22.31,1,-9,0,22.31,1,4,0,21.5,0.5,3,0,23.56,1,3,0,24.12,1
4,6,9,0,22.31,1,-9,0,22.31,1,4,0,21.5,0.5,3,0,23.56,1,3,1,24.12,1
4,10,8,0,22.31,1,-9,1,22.31,1,4,0,21.5,0.5,4,0,23.56,1,4,0,24.19,1
4,13,9,0,22.31,1,-9,0,22.31,1,4,0,21.5,0.5,3,0,23.37,1,3,0,24.19,1
2,212,8,0,22.31,1,-8,0,22.31,1,4,0,21.44,0.5,3,0,23.37,1,3,0,24.19,1
3,528,8,0,22.31,1,-9,0,22.31,1,5,0,21.44,0.5,3,0,23.37,1,3,0,24.19,1
4,2577,7,0,22.5,1,-9,0,22.31,1,5,0,21.44,0.5,4,0,23.75,1,4,0,24.25,1
4,0,7,0,22.5,1,-9,0,22.31,1,5,0,21.44,0.5,4,0,23.75,1,4,0,24.25,1
4,45,8,0,22.37,1,-9,0,22.19,1,5,0,21.37,0.5,3,0,23.62,1,3,0,24.25,1
4,5,8,0,22.37,1,-9,0,22.19,1,5,0,21.37,0.5,3,0,23.62,1,3,0,24.25,1
4,10,9,0,22.31,1,-9,0,22.19,1,5,0,21.37,0.5,2,0,23.62,1,2,0,24.25,1
4,7,9,0,22.31,1,-9,0,22.19,1,5,0,21.37,0.5,2,0,23.62,1,2,0,24.25,1
1,34164,8,0,22.37,1,-9,0,22.19,1,5,0,21.37,0.5,2,1,23.44,1,2,0,24.25,1
1,1,8,0,22.37,1,-9,0,22.19,1,5,0,21.37,0.5,2,0,23.44,1,2,0,24.25,1
1,0,8,0,22.37,1,-9,0,22.19,1,5,0,21.37,0.5,2,0,23.44,1,2,0,24.25,1
1,1,8,0,22.37,1,-9,0,22.19,1,5,0,21.37,0.5,2,0,23.5,1,2,0,24.25,1
1,0,8,0,22.37,1,-9,0,22.19,1,5,0,21.37,0.5,2,0,23.5,1,2,1,24.25,1
4,53,7,0,22.44,1,-9,0,22.19,1,5,0,21.37,0.5,3,0,23.5,1,3,0,24.25,1
4,1,7,0,22.44,1,-9,0,22.19,1,5,0,21.37,0.5,3,0,23.5,1,3,1,24.25,1
4,4,7,0,22.44,1,-9,0,22.19,1,5,0,21.37,0.5,3,0,23.5,1,3,0,24.25,1
2,2698,6,0,22.44,1,-8,0,22.19,1,5,1,21.37,0.5,3,0,23.5,1,3,0,24.25,1
3,2698,6,0,22.44,1,-9,0,22.19,1,6,0,21.37,0.5,3,0,23.5,1,3,0,24.25,1
3,11,6,0,22.44,1,-8,0,22.19,1,5,1,21.37,0.5,3,0,23.5,1,3,1,24.25,1
3,15,6,0,22.37,1,-7,0,22.19,1,4,0,21.44,0.5,3,0,23.5,1,3,0,24.19,1
2,33,7,0,22.44,1,-8,0,22.19,1,4,0,21.44,0.5,3,0,23.5,1,3,0,24.19,1
4,43,6,0,22.44,1,-8,0,22.19,1,4,0,21.44,0.5,4,0,23.62,1,4,0,24.19,1
4,27,7,0,22.44,1,-8,0,22.19,1,4,0,21.44,0.5,3,0,23.56,1,3,0,24.19,1
4,94,8,0,22.44,1,-8,0,22.25,1,4,0,21.44,0.5,2,0,23.62,1,2,1,24.25,1
4,3,8,0,22.44,1,-8,0,22.25,1,4,0,21.44,0.5,2,0,23.62,1,2,1,24.25,1
4,18,9,0,22.44,1,-8,0,22.25,1,4,0,21.44,0.5,1,0,23.56,1,1,0,24.19,1
1,210,10,0,22.44,1,-8,0,22.25,1,4,0,21.44,0.5,1,0,23.56,1,1,0,24.19,1
1,3,10,0,22.44,1,-8,0,22.25,1,4,0,21.44,0.5,1,0,23.56,1,1,0,24.19,1
1,0,10,0,22.44,1,-8,0,22.25,1,4,0,21.44,0.5,1,0,23.56,1,1,0,24.19,1
1,1,10,0,22.44,1,-8,0,22.25,1,4,0,21.44,0.5,1,0,23.56,1,1,1,24.19,1
1,0,10,0,22.44,1,-8,0,22.25,1,4,0,21.44,0.5,1,0,23.56,1,1,1,24.19,1
1,0,10,0,22.44,1,-8,0,22.25,1,4,0,21.44,0.5,1,0,23.56,1,1,0,24.19,1
1,0,10,0,22.44,1,-8,0,22.25,1,4,0,21.44,0.5,1,0,23.56,1,1,0,24.19,1
1,0,10,0,22.44,1,-8,0,22.25,1,4,0,21.44,0.5,1,0,23.56,1,1,1,24.19,1
1,0,10,0,22.44,1,-8,0,22.25,1,4,0,21.44,0.5,1,0,23.56,1,1,0,24.19,1
1,0,10,0,22.44,1,-8,0,22.25,1,4,0,21.44,0.5,1,0,23.56,1,1,1,24.19,1
1,4,10,0,22.44,1,-8,0,22.25,1,4,0,21.44,0.5,1,0,23.56,1,1,0,24.19,1
1,18,9,0,22.44,1,-8,0,22.25,1,4,0,21.44,0.5,1,1,23.56,1,1,0,24.19,1
1,6,9,0,22.44,1,-8,0,22.25,1,4,0,21.44,0.5,1,0,23.56,1,1,0,24.19,1
1,2,9,0,22.44,1,-8,0,22.25,1,4,0,21.44,0.5,1,1,23.56,1,1,0,24.19,1
1,0,9,0,22.44,1,-8,0,22.25,1,4,0,21.44,0.5,1,0,23.56,1,1,0,24.19,1
1,0,9,0,22.44,1,-8,0,22.25,1,4,0,21.44,0.5,1,0,23.56,1,1,1,24.19,1
1,0,9,0,22.44,1,-8,0,22.25,1,4,0,21.44,0.5,1,0,23.56,1,1,1,24.19,1
1,0,9,0,22.44,1,-8,0,22.25,1,4,0,21.44,0.5,1,1,23.56,1,1,0,24.19,1
1,1,9,0,22.44,1,-8,0,22.25,1,4,0,21.44,0.5,1,1,23.56,1,1,0,24.19,1
1,0,9,0,22.44,1,-8,0,22.25,1,4,0,21.44,0.5,1,0,23.56,1,1,0,24.19,1
1,0,9,0,22.44,1,-8,0,22.25,1,4,0,21.44,0.5,1,0,23.56,1,1,0,24.19,1
1,0,9,0,22.44,1,-8,0,22.25,1,4,0,21.44,0.5,1,0,23.56,1,1,0,24.19,1
1,0,9,0,22.44,1,-8,0,22.25,1,4,0,21.44,0.5,1,0,23.56,1,1,0,24.19,1
1,0,9,0,22.44,1,-8,0,22.25,1,4,0,21.44,0.5,1,0,23.56,1,1,0,24.19,1
1,1,9,0,22.44,1,-8,0,22.25,1,4,0,21.44,0.5,1,0,23.56,1,1,0,24.19,1
1,0,9,0,22.44,1,-8,0,22.25,1,4,0,21.44,0.5,1,0,23.56,1,1,0,24.19,1
1,0,9,0,22.44,1,-8,0,22.25,1,4,0,21.44,0.5,1,0,23.56,1,1,1,24.19,1
1,0,9,0,22.44,1,-8,0,22.25,1,4,0,21.44,0.5,1,0,23.56,1,1,0,24.19,1
1,0,9,0,22.44,1,-8,0,22.25,1,4,1,21.44,0.5,1,0,23.56,1,1,0,24.19,1
1,0,9,0,22.44,1,-8,0,22.25,1,4,0,21.44,0.5,1,0,23.56,1,1,0,24.19,1
1,1,9,0,22.44,1,-8,0,22.25,1,4,0,21.44,0.5,1,1,23.56,1,1,0,24.19,1
1,0,9,0,22.44,1,-8,0,22.25,1,4,0,21.44,0.5,1,0,23.56,1,1,0,24.19,1
1,0,9,0,22.44,1,-8,0,22.25,1,4,0,21.44,0.5,1,0,23.56,1,1,1,24.19,1
1,0,9,0,22.44,1,-8,0,22.25,1,4,0,21.44,0.5,1,0,23.56,1,1,0,24.19,1
1,0,9,0,22.44,1,-8,0,22.25,1,4,0,21.44,0.5,1,0,23.56,1,1,0,24.19,1
1,0,9,0,22.44,1,-8,0,22.25,1,4,0,21.44,0.5,1,0,23.56,1,1,0,24.19,1
1,0,9,0,22.44,1,-8,0,22.25,1,4,0,21.44,0.5,1,0,23.56,1,1,0,24.19,1
1,0,9,0,22.44,1,-8,0,22.25,1,4,0,21.44,0.5,1,0,23.56,1,1,0,24.19,1
1,0,9,0,22.44,1,-8,0,22.25,1,4,0,21.44,0.5,1,1,23.56,1,1,0,24.19,1
1,0,9,0,22.44,1,-8,0,22.25,1,4,0,21.44,0.5,1,0,23.56,1,1,0,24.19,1
1,0,9,0,22.44,1,-8,0,22.25,1,4,0,21.44,0.5,1,0,23.56,1,1,0,24.19,1
1,0,9,0,22.44,1,-8,0,22.25,1,4,0,21.44,0.5,1,0,23.56,1,1,0,24.19,1
1,3,9,0,22.44,1,-8,1,22.25,1,4,0,21.44,0.5,1,0,23.62,1,1,1,24.19,1
1,1,9,0,22.44,1,-8,0,22.25,1,4,0,21.44,0.5,1,0,23.62,1,1,0,24.19,1
1,0,9,0,22.44,1,-8,0,22.25,1,4,0,21.44,0.5,1,1,23.62,1,1,0,24.19,1
1,0,9,0,22.44,1,-8,0,22.25,1,4,0,21.44,0.5,1,0,23.62,1,1,0,24.19,1
1,0,9,0,22.44,1,-8,0,22.25,1,4,0,21.44,0.5,1,0,23.62,1,1,0,24.19,1
1,0,9,0,22.44,1,-8,0,22.25,1,4,0,21.44,0.5,1,0,23.62,1,1,0,24.19,1
1,0,9,0,22.44,1,-8,0,22.25,1,4,0,21.44,0.5,1,0,23.62,1,1,0,24.19,1
1,1,9,1,22.44,1,-8,0,22.25,1,4,0,21.44,0.5,1,0,23.62,1,1,0,24.19,1
1,0,9,0,22.44,1,-8,0,22.25,1,4,0,21.44,0.5,1,0,23.62,1,1,0,24.19,1
1,0,9,0,22.44,1,-8,0,22.25,1,4,0,21.44,0.5,1,0,23.62,1,1,1,24.19,1
1,0,9,0,22.44,1,-8,0,22.25,1,4,0,21.44,0.5,1,1,23.62,1,1,0,24.19,1
1,0,9,0,22.44,1,-8,0,22.25,1,4,0,21.44,0.5,1,0,23.62,1,1,0,24.19,1
1,0,9,0,22.44,1,-8,0,22.25,1,4,0,21.44,0.5,1,0,23.62,1,1,0,24.19,1
1,4,9,0,22.44,1,-8,0,22.25,1,4,1,21.44,0.5,1,0,23.62,1,1,0,24.19,1
1,3,9,0,22.44,1,-8,0,22.25,1,4,0,21.44,0.5,1,0,23.62,1,1,1,24.19,1
1,4,9,0,22.44,1,-8,0,22.25,1,4,0,21.44,0.5,1,0,23.62,1,1,0,24.19,1
4,213,8,0,22.44,1,-8,0,22.25,1,4,0,21.44,0.5,2,0,23.75,1,2,0,24.19,1
4,4,8,0,22.44,1,-8,0,22.25,1,4,0,21.44,0.5,2,0,23.75,1,2,0,24.19,1
